"REF_DATE","GEO","DGUID","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","N4S","2021A0011N4S","Population, 2021","","0","units","0","","1051.1","33055","","","","0"
"2021","N4T","2021A0011N4T","Population, 2021","","0","units","0","","1052.1","15161","","","","0"
"2021","N4V","2021A0011N4V","Population, 2021","","0","units","0","","1053.1","3477","","","","0"


