"REF_DATE","GEO","DGUID","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","N5P","2021A0011N5P","Population, 2021","","0","units","0","","1061.1","21081","","","","0"
"2021","N5R","2021A0011N5R","Population, 2021","","0","units","0","","1062.1","30680","","","","0"


