"REF_DATE","GEO","DGUID","Gender (3)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","25 to 29 years","","0","units","0","","44.1.11.4","610","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","30 to 34 years","","0","units","0","","44.1.11.5","1730","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","35 to 39 years","","0","units","0","","44.1.11.6","3185","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","40 to 44 years","","0","units","0","","44.1.11.7","4135","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","45 to 49 years","","0","units","0","","44.1.11.8","4775","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","50 to 54 years","","0","units","0","","44.1.11.9","4950","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","55 to 59 years","","0","units","0","","44.1.11.10","4950","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","60 to 64 years","","0","units","0","","44.1.11.11","3930","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","65 to 69 years","","0","units","0","","44.1.11.12","2655","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","70 to 74 years","","0","units","0","","44.1.11.13","1790","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","75 to 79 years","","0","units","0","","44.1.11.14","905","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","80 to 84 years","","0","units","0","","44.1.11.15","425","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Separated","85 years and over","","0","units","0","","44.1.11.16","265","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","Total - Age","","0","units","0","","44.1.12.1","67690","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","20 to 24 years","","0","units","0","","44.1.12.3","80","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","25 to 29 years","","0","units","0","","44.1.12.4","415","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","30 to 34 years","","0","units","0","","44.1.12.5","1270","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","35 to 39 years","","0","units","0","","44.1.12.6","2640","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","40 to 44 years","","0","units","0","","44.1.12.7","4285","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","45 to 49 years","","0","units","0","","44.1.12.8","6310","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","50 to 54 years","","0","units","0","","44.1.12.9","8335","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","55 to 59 years","","0","units","0","","44.1.12.10","11060","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","60 to 64 years","","0","units","0","","44.1.12.11","10610","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","65 to 69 years","","0","units","0","","44.1.12.12","8695","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","70 to 74 years","","0","units","0","","44.1.12.13","6635","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","75 to 79 years","","0","units","0","","44.1.12.14","3840","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","80 to 84 years","","0","units","0","","44.1.12.15","2085","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Divorced","85 years and over","","0","units","0","","44.1.12.16","1420","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","Total - Age","","0","units","0","","44.1.13.1","61995","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","20 to 24 years","","0","units","0","","44.1.13.3","55","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","25 to 29 years","","0","units","0","","44.1.13.4","75","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","30 to 34 years","","0","units","0","","44.1.13.5","115","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","35 to 39 years","","0","units","0","","44.1.13.6","210","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","40 to 44 years","","0","units","0","","44.1.13.7","405","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","45 to 49 years","","0","units","0","","44.1.13.8","710","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","50 to 54 years","","0","units","0","","44.1.13.9","1285","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","55 to 59 years","","0","units","0","","44.1.13.10","2645","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","60 to 64 years","","0","units","0","","44.1.13.11","4365","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","65 to 69 years","","0","units","0","","44.1.13.12","6280","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","70 to 74 years","","0","units","0","","44.1.13.13","8770","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","75 to 79 years","","0","units","0","","44.1.13.14","9575","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","80 to 84 years","","0","units","0","","44.1.13.15","9985","","","","0"
"2021","Kitchener--Waterloo--Barrie, Ont.","2021S05003540","Total - Gender","Not married and not living common law - Widowed","85 years and over","","0","units","0","","44.1.13.16","17525","","","","0"


