"REF_DATE","GEO","DGUID","Gender (3a)","Census year (4)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","45 to 49 years","","0","units","0","","26.1.2.10.8","4050","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","50 to 54 years","","0","units","0","","26.1.2.10.9","3865","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","55 to 59 years","","0","units","0","","26.1.2.10.10","2730","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","60 to 64 years","","0","units","0","","26.1.2.10.11","1830","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","65 to 69 years","","0","units","0","","26.1.2.10.12","1155","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","70 to 74 years","","0","units","0","","26.1.2.10.13","605","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","75 to 79 years","","0","units","0","","26.1.2.10.14","410","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","80 to 84 years","","0","units","0","","26.1.2.10.15","280","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Never married","85 years and over","","0","units","0","","26.1.2.10.16","355","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","Total - Age","","0","units","0","","26.1.2.11.1","13065","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","15 to 19 years","","0","units","0","","26.1.2.11.2","0","...","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","20 to 24 years","","0","units","0","","26.1.2.11.3","90","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","25 to 29 years","","0","units","0","","26.1.2.11.4","360","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","30 to 34 years","","0","units","0","","26.1.2.11.5","840","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","35 to 39 years","","0","units","0","","26.1.2.11.6","1360","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","40 to 44 years","","0","units","0","","26.1.2.11.7","1805","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","45 to 49 years","","0","units","0","","26.1.2.11.8","2075","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","50 to 54 years","","0","units","0","","26.1.2.11.9","2180","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","55 to 59 years","","0","units","0","","26.1.2.11.10","1570","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","60 to 64 years","","0","units","0","","26.1.2.11.11","1115","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","65 to 69 years","","0","units","0","","26.1.2.11.12","830","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","70 to 74 years","","0","units","0","","26.1.2.11.13","410","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","75 to 79 years","","0","units","0","","26.1.2.11.14","230","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","80 to 84 years","","0","units","0","","26.1.2.11.15","130","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Separated","85 years and over","","0","units","0","","26.1.2.11.16","70","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","Total - Age","","0","units","0","","26.1.2.12.1","24180","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","15 to 19 years","","0","units","0","","26.1.2.12.2","5","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","20 to 24 years","","0","units","0","","26.1.2.12.3","45","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","25 to 29 years","","0","units","0","","26.1.2.12.4","220","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","30 to 34 years","","0","units","0","","26.1.2.12.5","675","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","35 to 39 years","","0","units","0","","26.1.2.12.6","1230","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","40 to 44 years","","0","units","0","","26.1.2.12.7","1995","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","45 to 49 years","","0","units","0","","26.1.2.12.8","2850","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","50 to 54 years","","0","units","0","","26.1.2.12.9","3845","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","55 to 59 years","","0","units","0","","26.1.2.12.10","3850","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","60 to 64 years","","0","units","0","","26.1.2.12.11","3310","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","65 to 69 years","","0","units","0","","26.1.2.12.12","2695","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","70 to 74 years","","0","units","0","","26.1.2.12.13","1705","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","75 to 79 years","","0","units","0","","26.1.2.12.14","900","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","80 to 84 years","","0","units","0","","26.1.2.12.15","535","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Divorced","85 years and over","","0","units","0","","26.1.2.12.16","315","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","Total - Age","","0","units","0","","26.1.2.13.1","21570","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","20 to 24 years","","0","units","0","","26.1.2.13.3","10","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","25 to 29 years","","0","units","0","","26.1.2.13.4","25","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","30 to 34 years","","0","units","0","","26.1.2.13.5","40","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","35 to 39 years","","0","units","0","","26.1.2.13.6","100","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","40 to 44 years","","0","units","0","","26.1.2.13.7","170","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","45 to 49 years","","0","units","0","","26.1.2.13.8","290","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","50 to 54 years","","0","units","0","","26.1.2.13.9","555","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","55 to 59 years","","0","units","0","","26.1.2.13.10","950","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","60 to 64 years","","0","units","0","","26.1.2.13.11","1550","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","65 to 69 years","","0","units","0","","26.1.2.13.12","2290","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","70 to 74 years","","0","units","0","","26.1.2.13.13","2675","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","75 to 79 years","","0","units","0","","26.1.2.13.14","3155","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","80 to 84 years","","0","units","0","","26.1.2.13.15","3650","","","","0"
"2021","Kitchener - Cambridge - Waterloo (CMA), Ont.","2021S0503541","Total - Gender","2016","Not married and not living common law - Widowed","85 years and over","","0","units","0","","26.1.2.13.16","6115","","","","0"


